플랫폼,,,0,NNP,*,F,플랫폼,*,*,*,*
QR코드,,,0,NNP,*,F,QR코드,*,*,*,*
딥러닝,,,0,NNP,*,F,딥러닝,*,*,*,*
딥페이크,,,0,NNP,*,F,딥페이크,*,*,*,*
오버프로비저닝,,,0,NNP,*,F,오버프로비저닝,*,*,*,*
머신러닝,,,0,NNP,*,F,머신러닝,*,*,*,*
AI,,,0,NNP,*,F,AI,*,*,*,*
GPT,,,0,NNP,*,F,GPT,*,*,*,*
챗봇,,,0,NNP,*,F,챗봇,*,*,*,*
LLM,,,0,NNP,*,F,LLM,*,*,*,*
